Date,State,Number of Confirmed Cases,Number of Death Cases
5/12/21,District of Columbia,48336,1115
5/13/21,District of Columbia,48404,1115
5/14/21,District of Columbia,48424,1116
5/15/21,District of Columbia,48530,1118
5/16/21,District of Columbia,48545,1120
5/17/21,District of Columbia,48590,1122
5/18/21,District of Columbia,48616,1122
5/19/21,District of Columbia,48634,1124
5/20/21,District of Columbia,48662,1125
5/21/21,District of Columbia,48689,1125
5/22/21,District of Columbia,48727,1125
5/23/21,District of Columbia,48748,1127
5/24/21,District of Columbia,48762,1130
5/25/21,District of Columbia,48803,1130
5/26/21,District of Columbia,48822,1131
5/27/21,District of Columbia,48844,1132
5/28/21,District of Columbia,48898,1132
5/29/21,District of Columbia,48898,1132
5/30/21,District of Columbia,48898,1132
5/31/21,District of Columbia,48898,1132
6/1/21,District of Columbia,49000,1134
6/2/21,District of Columbia,49011,1135
6/3/21,District of Columbia,49041,1136
6/4/21,District of Columbia,49068,1136
6/5/21,District of Columbia,49068,1136
6/6/21,District of Columbia,49068,1136
6/7/21,District of Columbia,49110,1136
6/8/21,District of Columbia,49119,1137
6/9/21,District of Columbia,49127,1137
6/10/21,District of Columbia,49151,1137
6/11/21,District of Columbia,49158,1137
6/12/21,District of Columbia,49179,1138
6/13/21,District of Columbia,49179,1138
6/14/21,District of Columbia,49200,1138
6/15/21,District of Columbia,49213,1138
6/16/21,District of Columbia,49223,1139
6/17/21,District of Columbia,49232,1140
6/18/21,District of Columbia,49243,1141
6/19/21,District of Columbia,49243,1141
6/20/21,District of Columbia,49243,1141
6/21/21,District of Columbia,49262,1141
6/22/21,District of Columbia,49275,1141
6/23/21,District of Columbia,49284,1141
6/24/21,District of Columbia,49297,1141
6/25/21,District of Columbia,49305,1141
6/26/21,District of Columbia,49305,1141
6/27/21,District of Columbia,49305,1141
6/28/21,District of Columbia,49333,1141
6/29/21,District of Columbia,49347,1141
6/30/21,District of Columbia,49355,1141
7/1/21,District of Columbia,49362,1141
7/2/21,District of Columbia,49378,1141
7/3/21,District of Columbia,49378,1141
7/4/21,District of Columbia,49378,1141
7/5/21,District of Columbia,49378,1141
7/6/21,District of Columbia,49417,1142
7/7/21,District of Columbia,49423,1143
7/8/21,District of Columbia,49434,1143
7/9/21,District of Columbia,49455,1143
7/10/21,District of Columbia,49455,1143
7/11/21,District of Columbia,49455,1143
7/12/21,District of Columbia,49526,1144
7/13/21,District of Columbia,49536,1144
7/14/21,District of Columbia,49574,1145
7/15/21,District of Columbia,49615,1145
7/16/21,District of Columbia,49652,1146
7/17/21,District of Columbia,49652,1146
7/18/21,District of Columbia,49652,1146
7/19/21,District of Columbia,49793,1146
7/20/21,District of Columbia,49827,1146
7/21/21,District of Columbia,49858,1146
7/22/21,District of Columbia,49930,1146
7/23/21,District of Columbia,49973,1146
7/24/21,District of Columbia,49973,1146
7/25/21,District of Columbia,49973,1146
7/26/21,District of Columbia,50160,1147
7/27/21,District of Columbia,50228,1147
7/28/21,District of Columbia,50268,1148
7/29/21,District of Columbia,50329,1149
7/30/21,District of Columbia,50398,1149
7/31/21,District of Columbia,50398,1149
8/1/21,District of Columbia,50398,1149
8/2/21,District of Columbia,50718,1149
8/3/21,District of Columbia,50800,1149
8/4/21,District of Columbia,50858,1149
8/5/21,District of Columbia,50975,1149
8/6/21,District of Columbia,51103,1149
8/7/21,District of Columbia,51103,1149
8/8/21,District of Columbia,51103,1149
8/9/21,District of Columbia,51589,1149
8/10/21,District of Columbia,51589,1149
8/11/21,District of Columbia,51853,1149
8/12/21,District of Columbia,52005,1150
8/13/21,District of Columbia,52201,1150
8/14/21,District of Columbia,52201,1150
8/15/21,District of Columbia,52201,1150
8/16/21,District of Columbia,52777,1150
8/17/21,District of Columbia,52843,1151
8/18/21,District of Columbia,53024,1153
8/19/21,District of Columbia,53162,1155
8/20/21,District of Columbia,53342,1155
8/21/21,District of Columbia,53342,1155
8/22/21,District of Columbia,53342,1155
8/23/21,District of Columbia,53898,1155
8/24/21,District of Columbia,54031,1155
8/25/21,District of Columbia,54156,1155
8/26/21,District of Columbia,54366,1158
8/27/21,District of Columbia,54556,1159
8/28/21,District of Columbia,54556,1159
8/29/21,District of Columbia,54556,1159
8/30/21,District of Columbia,55253,1159
8/31/21,District of Columbia,55431,1160
9/1/21,District of Columbia,55570,1161
9/2/21,District of Columbia,55718,1161
9/3/21,District of Columbia,55918,1162
9/4/21,District of Columbia,55918,1162
9/5/21,District of Columbia,55918,1162
9/6/21,District of Columbia,55918,1162
9/7/21,District of Columbia,56569,1163
9/8/21,District of Columbia,56694,1163
9/9/21,District of Columbia,56859,1164
9/10/21,District of Columbia,56966,1165
9/11/21,District of Columbia,56966,1165
9/12/21,District of Columbia,56966,1165
9/13/21,District of Columbia,57771,1165
9/14/21,District of Columbia,58146,1167
9/15/21,District of Columbia,58440,1167
9/16/21,District of Columbia,58649,1167
9/17/21,District of Columbia,58851,1167
9/18/21,District of Columbia,58851,1167
9/19/21,District of Columbia,58851,1167
9/20/21,District of Columbia,59563,1170
9/21/21,District of Columbia,59712,1171
9/22/21,District of Columbia,59849,1171
9/23/21,District of Columbia,60018,1172
9/24/21,District of Columbia,60205,1172
9/25/21,District of Columbia,60205,1172
9/26/21,District of Columbia,60205,1172
9/27/21,District of Columbia,60772,1174
9/28/21,District of Columbia,60898,1174
9/29/21,District of Columbia,60996,1174
9/30/21,District of Columbia,61153,1174
10/1/21,District of Columbia,61331,1176
10/2/21,District of Columbia,61331,1176
10/3/21,District of Columbia,61331,1176
10/4/21,District of Columbia,61791,1178
10/5/21,District of Columbia,61863,1179
10/6/21,District of Columbia,61978,1180
10/7/21,District of Columbia,62098,1181
10/8/21,District of Columbia,62266,1182
10/9/21,District of Columbia,62702,1182
10/10/21,District of Columbia,62702,1182
10/11/21,District of Columbia,62702,1182
10/12/21,District of Columbia,62702,1182
10/13/21,District of Columbia,62750,1183
10/14/21,District of Columbia,62852,1183
10/15/21,District of Columbia,62976,1183
10/16/21,District of Columbia,62976,1183
10/17/21,District of Columbia,62976,1183
10/18/21,District of Columbia,63305,1184
10/19/21,District of Columbia,63345,1185
10/20/21,District of Columbia,63400,1185
10/21/21,District of Columbia,63474,1186
10/22/21,District of Columbia,63588,1186
10/23/21,District of Columbia,63588,1186
10/24/21,District of Columbia,63588,1186
10/25/21,District of Columbia,63879,1186
10/26/21,District of Columbia,63919,1187
10/27/21,District of Columbia,63990,1187
10/28/21,District of Columbia,64108,1188
10/29/21,District of Columbia,64240,1190
10/30/21,District of Columbia,64240,1190
10/31/21,District of Columbia,64240,1190
11/1/21,District of Columbia,64470,1191
11/2/21,District of Columbia,64541,1193
11/3/21,District of Columbia,64602,1193
11/4/21,District of Columbia,64708,1193
11/5/21,District of Columbia,64799,1193
11/6/21,District of Columbia,64799,1193
11/7/21,District of Columbia,64799,1193
11/8/21,District of Columbia,65050,1193
11/9/21,District of Columbia,65094,1193
11/10/21,District of Columbia,65159,1193
11/11/21,District of Columbia,65159,1193
11/12/21,District of Columbia,65371,1194
11/13/21,District of Columbia,65371,1194
11/14/21,District of Columbia,65371,1194
11/15/21,District of Columbia,65623,1195
11/16/21,District of Columbia,65707,1195
11/17/21,District of Columbia,65793,1195
11/18/21,District of Columbia,65889,1196
11/19/21,District of Columbia,66028,1196
11/20/21,District of Columbia,66028,1196
11/21/21,District of Columbia,66028,1196
11/22/21,District of Columbia,66347,1196
11/23/21,District of Columbia,66433,1196
11/24/21,District of Columbia,66510,1196
11/25/21,District of Columbia,66510,1196
11/26/21,District of Columbia,66510,1196
11/27/21,District of Columbia,66510,1196
11/28/21,District of Columbia,66510,1196
11/29/21,District of Columbia,66857,1196
11/30/21,District of Columbia,66912,1196
12/1/21,District of Columbia,67047,1196
12/2/21,District of Columbia,67173,1197
12/3/21,District of Columbia,67430,1197
12/4/21,District of Columbia,67430,1197
12/5/21,District of Columbia,67430,1197
12/6/21,District of Columbia,67998,1197
12/7/21,District of Columbia,68134,1197
12/8/21,District of Columbia,68262,1197
12/9/21,District of Columbia,68460,1197
12/10/21,District of Columbia,68702,1199
12/11/21,District of Columbia,68702,1199
12/12/21,District of Columbia,68702,1199
12/13/21,District of Columbia,68702,1199
12/14/21,District of Columbia,69540,1203
12/15/21,District of Columbia,69867,1203
12/16/21,District of Columbia,70375,1204
12/17/21,District of Columbia,71219,1206
12/18/21,District of Columbia,71219,1206
12/19/21,District of Columbia,71219,1206
12/20/21,District of Columbia,71219,1206
12/21/21,District of Columbia,76137,1207
12/22/21,District of Columbia,77661,1207
12/23/21,District of Columbia,79565,1207
12/24/21,District of Columbia,79565,1207
12/25/21,District of Columbia,79565,1207
12/26/21,District of Columbia,79565,1207
12/27/21,District of Columbia,88765,1209
12/28/21,District of Columbia,90633,1209
12/29/21,District of Columbia,92045,1210
12/30/21,District of Columbia,94286,1211
12/31/21,District of Columbia,94286,1211
1/1/22,District of Columbia,94286,1211
1/2/22,District of Columbia,94286,1211
1/3/22,District of Columbia,103487,1218
1/4/22,District of Columbia,105493,1220
1/5/22,District of Columbia,106819,1222
1/6/22,District of Columbia,106819,1222
1/7/22,District of Columbia,108112,1225
1/8/22,District of Columbia,110040,1227
1/9/22,District of Columbia,110040,1227
1/10/22,District of Columbia,116278,1233
1/11/22,District of Columbia,117586,1237
1/12/22,District of Columbia,118802,1240
1/13/22,District of Columbia,120327,1245
1/14/22,District of Columbia,121871,1255
1/15/22,District of Columbia,121871,1255
1/16/22,District of Columbia,121871,1255
1/17/22,District of Columbia,121871,1255
1/18/22,District of Columbia,125707,1260
1/19/22,District of Columbia,126187,1263
1/20/22,District of Columbia,126187,1263
1/21/22,District of Columbia,127200,1267
1/22/22,District of Columbia,127200,1267
1/23/22,District of Columbia,127200,1267
1/24/22,District of Columbia,128550,1275
1/25/22,District of Columbia,128739,1278
1/26/22,District of Columbia,129108,1280
1/27/22,District of Columbia,129479,1282
1/28/22,District of Columbia,129817,1284
1/29/22,District of Columbia,129817,1284
1/30/22,District of Columbia,129817,1284
1/31/22,District of Columbia,129817,1284
2/1/22,District of Columbia,130949,1290
2/2/22,District of Columbia,131093,1290
2/3/22,District of Columbia,131284,1291
2/4/22,District of Columbia,131543,1293
2/5/22,District of Columbia,131543,1293
2/6/22,District of Columbia,131543,1293
2/7/22,District of Columbia,132170,1304
2/8/22,District of Columbia,132257,1304
2/9/22,District of Columbia,132884,1305
2/10/22,District of Columbia,132628,1305
2/11/22,District of Columbia,132820,1309
2/12/22,District of Columbia,132820,1309
2/13/22,District of Columbia,132820,1309
2/14/22,District of Columbia,133295,1309
2/15/22,District of Columbia,133339,1309
2/16/22,District of Columbia,133459,1311
2/17/22,District of Columbia,133587,1313
2/18/22,District of Columbia,133697,1314
2/19/22,District of Columbia,133697,1314
2/20/22,District of Columbia,133697,1314
2/21/22,District of Columbia,133697,1314
2/22/22,District of Columbia,134066,1315
2/23/22,District of Columbia,134114,1317
2/24/22,District of Columbia,134326,1317
2/25/22,District of Columbia,134326,1317
2/26/22,District of Columbia,134326,1317
2/27/22,District of Columbia,134326,1317
2/28/22,District of Columbia,134564,1318
3/1/22,District of Columbia,134678,1321
3/2/22,District of Columbia,134678,1321
3/3/22,District of Columbia,134678,1321
3/4/22,District of Columbia,134678,1321
3/5/22,District of Columbia,134678,1321
3/6/22,District of Columbia,134678,1321
3/7/22,District of Columbia,134678,1321
3/8/22,District of Columbia,135086,1324
3/9/22,District of Columbia,135086,1324
3/10/22,District of Columbia,135223,1326
3/11/22,District of Columbia,135223,1326
3/12/22,District of Columbia,135223,1326
3/13/22,District of Columbia,135223,1326
3/14/22,District of Columbia,135223,1326
3/15/22,District of Columbia,135223,1326
3/16/22,District of Columbia,135575,1327
3/17/22,District of Columbia,135681,1327
3/18/22,District of Columbia,135752,1327
3/19/22,District of Columbia,135752,1327
3/20/22,District of Columbia,135752,1327
3/21/22,District of Columbia,135884,1329
3/22/22,District of Columbia,135955,1329
3/23/22,District of Columbia,136062,1329
3/24/22,District of Columbia,136213,1331
3/25/22,District of Columbia,136322,1331
3/26/22,District of Columbia,136322,1331
3/27/22,District of Columbia,136322,1331
3/28/22,District of Columbia,136506,1331
3/29/22,District of Columbia,136598,1331
3/30/22,District of Columbia,136598,1331
3/31/22,District of Columbia,136886,1333
4/1/22,District of Columbia,136886,1333
4/2/22,District of Columbia,136886,1333
4/3/22,District of Columbia,136886,1333
4/4/22,District of Columbia,136886,1333
4/5/22,District of Columbia,136886,1333
4/6/22,District of Columbia,137603,1333
4/7/22,District of Columbia,137603,1333
4/8/22,District of Columbia,137603,1333
4/9/22,District of Columbia,137603,1333
4/10/22,District of Columbia,137603,1333
4/11/22,District of Columbia,137603,1333
4/12/22,District of Columbia,138939,1333
4/13/22,District of Columbia,139160,1333
4/14/22,District of Columbia,139160,1333
4/15/22,District of Columbia,139772,1333
4/16/22,District of Columbia,139772,1333
4/17/22,District of Columbia,139772,1333
4/18/22,District of Columbia,139772,1333
4/19/22,District of Columbia,139772,1333
4/20/22,District of Columbia,140674,1333
4/21/22,District of Columbia,140845,1333
4/22/22,District of Columbia,140845,1333
4/23/22,District of Columbia,141355,1335
4/24/22,District of Columbia,141355,1335
4/25/22,District of Columbia,141355,1335
4/26/22,District of Columbia,141355,1335
4/27/22,District of Columbia,141943,1340
4/28/22,District of Columbia,141943,1340
4/29/22,District of Columbia,141943,1340
4/30/22,District of Columbia,141943,1340
5/1/22,District of Columbia,141943,1340
5/2/22,District of Columbia,141943,1340
5/3/22,District of Columbia,141943,1340
5/4/22,District of Columbia,141943,1340
5/5/22,District of Columbia,141943,1340
5/6/22,District of Columbia,141943,1340
5/7/22,District of Columbia,141943,1340
5/8/22,District of Columbia,141943,1340
5/9/22,District of Columbia,141943,1340
5/10/22,District of Columbia,143005,1340
5/11/22,District of Columbia,143005,1340
5/12/22,District of Columbia,143943,1340
5/13/22,District of Columbia,144675,1340
5/14/22,District of Columbia,145187,1341
5/15/22,District of Columbia,145187,1341
5/16/22,District of Columbia,145187,1341
5/17/22,District of Columbia,145846,1342
5/18/22,District of Columbia,146163,1342
5/19/22,District of Columbia,146520,1342
5/20/22,District of Columbia,146904,1342
5/21/22,District of Columbia,147210,1342
5/22/22,District of Columbia,147210,1342
5/23/22,District of Columbia,147210,1342
5/24/22,District of Columbia,147819,1342
5/25/22,District of Columbia,148270,1342
5/26/22,District of Columbia,148843,1342
5/27/22,District of Columbia,149271,1342
5/28/22,District of Columbia,149271,1342
5/29/22,District of Columbia,149271,1342
5/30/22,District of Columbia,149271,1342
5/31/22,District of Columbia,149638,1342
6/1/22,District of Columbia,150303,1343
6/2/22,District of Columbia,150495,1346
6/3/22,District of Columbia,150783,1346
6/4/22,District of Columbia,151005,1347
6/5/22,District of Columbia,151005,1347
6/6/22,District of Columbia,151005,1347
6/7/22,District of Columbia,151652,1347
6/8/22,District of Columbia,151978,1348
6/9/22,District of Columbia,152252,1348
6/10/22,District of Columbia,152553,1348
6/11/22,District of Columbia,152799,1348
6/12/22,District of Columbia,152799,1348
6/13/22,District of Columbia,152799,1348
6/14/22,District of Columbia,153244,1348
6/15/22,District of Columbia,153436,1348
6/16/22,District of Columbia,153661,1348
6/17/22,District of Columbia,153903,1349
6/18/22,District of Columbia,153903,1349
6/19/22,District of Columbia,153903,1349
6/20/22,District of Columbia,153903,1349
6/21/22,District of Columbia,154165,1349
6/22/22,District of Columbia,155026,1349
6/23/22,District of Columbia,155268,1349
6/24/22,District of Columbia,155268,1349
6/25/22,District of Columbia,155817,1349
6/26/22,District of Columbia,155817,1349
6/27/22,District of Columbia,155817,1349
6/28/22,District of Columbia,155817,1349
6/29/22,District of Columbia,156557,1349
6/30/22,District of Columbia,156802,1349
7/1/22,District of Columbia,157041,1351
7/2/22,District of Columbia,157041,1351
7/3/22,District of Columbia,157041,1351
7/4/22,District of Columbia,157041,1351
7/5/22,District of Columbia,157303,1351
7/6/22,District of Columbia,157303,1351
7/7/22,District of Columbia,158073,1351
7/8/22,District of Columbia,158281,1352
7/9/22,District of Columbia,158281,1352
7/10/22,District of Columbia,158281,1352
7/11/22,District of Columbia,158548,1355
7/12/22,District of Columbia,159055,1355
7/13/22,District of Columbia,159289,1354
7/14/22,District of Columbia,159494,1354
7/15/22,District of Columbia,159729,1354
7/16/22,District of Columbia,159729,1354
7/17/22,District of Columbia,159729,1354
7/18/22,District of Columbia,159729,1355
7/19/22,District of Columbia,160533,1356
7/20/22,District of Columbia,160723,1363
7/21/22,District of Columbia,160952,1363
7/22/22,District of Columbia,161169,1363
7/23/22,District of Columbia,161169,1363
7/24/22,District of Columbia,161169,1363
7/25/22,District of Columbia,161415,1363
7/26/22,District of Columbia,161415,1363
7/27/22,District of Columbia,162098,1363
7/28/22,District of Columbia,162327,1364
7/29/22,District of Columbia,162519,1364
