Date,State,Number of Confirmed Cases
4/20/22,Massachusetts,1733156
4/21/22,Massachusetts,1735758
4/22/22,Massachusetts,1738231
4/23/22,Massachusetts,1738231
4/24/22,Massachusetts,1738231
4/25/22,Massachusetts,1743980
4/26/22,Massachusetts,1746596
4/27/22,Massachusetts,1749776
4/28/22,Massachusetts,1753520
4/29/22,Massachusetts,1757103
4/30/22,Massachusetts,1757103
5/1/22,Massachusetts,1757103
5/2/22,Massachusetts,1763854
5/3/22,Massachusetts,1766821
5/4/22,Massachusetts,1770301
5/5/22,Massachusetts,1775311
5/6/22,Massachusetts,1779829
5/7/22,Massachusetts,1779829
5/8/22,Massachusetts,1779829
5/9/22,Massachusetts,1789116
5/10/22,Massachusetts,1792722
5/11/22,Massachusetts,1797308
5/12/22,Massachusetts,1803831
5/13/22,Massachusetts,1809309
5/14/22,Massachusetts,1809309
5/15/22,Massachusetts,1809309
5/16/22,Massachusetts,1821071
5/17/22,Massachusetts,1825247
5/18/22,Massachusetts,1830028
5/19/22,Massachusetts,1835665
5/20/22,Massachusetts,1840292
5/21/22,Massachusetts,1840292
5/22/22,Massachusetts,1840292
5/23/22,Massachusetts,1848655
5/24/22,Massachusetts,1851791
5/25/22,Massachusetts,1855500
5/26/22,Massachusetts,1859460
5/27/22,Massachusetts,1863077
5/28/22,Massachusetts,1863077
5/29/22,Massachusetts,1863077
5/30/22,Massachusetts,1863077
5/31/22,Massachusetts,1870836
6/1/22,Massachusetts,1873034
6/2/22,Massachusetts,1876130
6/3/22,Massachusetts,1879517
6/4/22,Massachusetts,1879517
6/5/22,Massachusetts,1879517
6/6/22,Massachusetts,1885034
6/7/22,Massachusetts,1887424
6/8/22,Massachusetts,1889548
6/9/22,Massachusetts,1891798
6/10/22,Massachusetts,1894169
6/11/22,Massachusetts,1894169
6/12/22,Massachusetts,1894169
6/13/22,Massachusetts,1898495
6/14/22,Massachusetts,1900376
6/15/22,Massachusetts,1902067
6/16/22,Massachusetts,1903932
6/17/22,Massachusetts,1905719
6/18/22,Massachusetts,1905719
6/19/22,Massachusetts,1905719
6/20/22,Massachusetts,1905719
6/21/22,Massachusetts,1910108
6/22/22,Massachusetts,1912004
6/23/22,Massachusetts,1913838
6/24/22,Massachusetts,1915764
6/25/22,Massachusetts,1915764
6/26/22,Massachusetts,1915764
6/27/22,Massachusetts,1919453
6/28/22,Massachusetts,1920969
6/29/22,Massachusetts,1922647
6/30/22,Massachusetts,1924702
7/1/22,Massachusetts,1926543
7/2/22,Massachusetts,1926543
7/3/22,Massachusetts,1926543
7/4/22,Massachusetts,1926543
7/5/22,Massachusetts,1931029
7/6/22,Massachusetts,1932346
7/7/22,Massachusetts,1934384
7/8/22,Massachusetts,1936447
7/9/22,Massachusetts,1936447
7/10/22,Massachusetts,1936447
7/11/22,Massachusetts,1936447
7/12/22,Massachusetts,1936447
7/13/22,Massachusetts,1936447
7/14/22,Massachusetts,1944319
7/15/22,Massachusetts,1944319
7/16/22,Massachusetts,1944319
7/17/22,Massachusetts,1944319
7/18/22,Massachusetts,1944319
7/19/22,Massachusetts,1944319
7/20/22,Massachusetts,1944319
7/21/22,Massachusetts,1955844
7/22/22,Massachusetts,1955844
7/23/22,Massachusetts,1955844
7/24/22,Massachusetts,1955844
7/25/22,Massachusetts,1955844
7/26/22,Massachusetts,1955844
7/27/22,Massachusetts,1955844
7/28/22,Massachusetts,1966919
7/29/22,Massachusetts,1966919
7/30/22,Massachusetts,1966919
7/31/22,Massachusetts,1966919
8/1/22,Massachusetts,1966919
8/2/22,Massachusetts,1966919
8/3/22,Massachusetts,1966919
8/4/22,Massachusetts,1977503
8/5/22,Massachusetts,1977503
8/6/22,Massachusetts,1977503
8/7/22,Massachusetts,1977503
8/8/22,Massachusetts,1977503
8/9/22,Massachusetts,1977503
8/10/22,Massachusetts,1977503
8/11/22,Massachusetts,1987385
8/12/22,Massachusetts,1987385
8/13/22,Massachusetts,1987385
8/14/22,Massachusetts,1987385
8/15/22,Massachusetts,1987385
8/16/22,Massachusetts,1987385
8/17/22,Massachusetts,1987385
8/18/22,Massachusetts,1996454
8/19/22,Massachusetts,1996454
8/20/22,Massachusetts,1996454
8/21/22,Massachusetts,1996454
8/22/22,Massachusetts,1996454
8/23/22,Massachusetts,1996454
8/24/22,Massachusetts,1996454
8/25/22,Massachusetts,2005250
8/26/22,Massachusetts,2005250
8/27/22,Massachusetts,2005250
8/28/22,Massachusetts,2005250
8/29/22,Massachusetts,2005250
8/30/22,Massachusetts,2005250
8/31/22,Massachusetts,2005250
9/1/22,Massachusetts,2013992
9/2/22,Massachusetts,2013992
9/3/22,Massachusetts,2013992
9/4/22,Massachusetts,2013992
9/5/22,Massachusetts,2013992
9/6/22,Massachusetts,2013992
9/7/22,Massachusetts,2013992
9/8/22,Massachusetts,2021331
9/9/22,Massachusetts,2021331
9/10/22,Massachusetts,2021331
9/11/22,Massachusetts,2021331
9/12/22,Massachusetts,2021331
9/13/22,Massachusetts,2021331
9/14/22,Massachusetts,2021331
9/15/22,Massachusetts,2030335
9/16/22,Massachusetts,2030335
9/17/22,Massachusetts,2030335
9/18/22,Massachusetts,2030335
9/19/22,Massachusetts,2030335
9/20/22,Massachusetts,2030335
9/21/22,Massachusetts,2030335
9/22/22,Massachusetts,2040602
9/23/22,Massachusetts,2040602
9/24/22,Massachusetts,2040602
9/25/22,Massachusetts,2040602
9/26/22,Massachusetts,2040602
9/27/22,Massachusetts,2040602
9/28/22,Massachusetts,2040602
9/29/22,Massachusetts,2050942
9/30/22,Massachusetts,2050942
10/1/22,Massachusetts,2050942
10/2/22,Massachusetts,2050942
10/3/22,Massachusetts,2050942
10/4/22,Massachusetts,2050942
10/5/22,Massachusetts,2050942
10/6/22,Massachusetts,2060884
10/7/22,Massachusetts,2060884
10/8/22,Massachusetts,2060884
10/9/22,Massachusetts,2060884
10/10/22,Massachusetts,2060884
10/11/22,Massachusetts,2060884
10/12/22,Massachusetts,2060884
10/13/22,Massachusetts,2069848
10/14/22,Massachusetts,2069848
10/15/22,Massachusetts,2069848
10/16/22,Massachusetts,2069848
10/17/22,Massachusetts,2069848
10/18/22,Massachusetts,2069848
10/19/22,Massachusetts,2069848
10/20/22,Massachusetts,2078225
10/21/22,Massachusetts,2078225
10/22/22,Massachusetts,2078225
10/23/22,Massachusetts,2078225
10/24/22,Massachusetts,2078225
10/25/22,Massachusetts,2078225
10/26/22,Massachusetts,2078225
10/27/22,Massachusetts,2086638
10/28/22,Massachusetts,2086638
10/29/22,Massachusetts,2086638
10/30/22,Massachusetts,2086638
10/31/22,Massachusetts,2086638
11/1/22,Massachusetts,2086638
11/2/22,Massachusetts,2086638
11/3/22,Massachusetts,2092838
11/4/22,Massachusetts,2092838
11/5/22,Massachusetts,2092838
11/6/22,Massachusetts,2092838
11/7/22,Massachusetts,2092838
11/8/22,Massachusetts,2092838
11/9/22,Massachusetts,2092838
11/10/22,Massachusetts,2099238
11/11/22,Massachusetts,2099238
11/12/22,Massachusetts,2099238
11/13/22,Massachusetts,2099238
11/14/22,Massachusetts,2099238
11/15/22,Massachusetts,2099238
11/16/22,Massachusetts,2099238
11/17/22,Massachusetts,2104453
11/18/22,Massachusetts,2104453
11/19/22,Massachusetts,2104453
11/20/22,Massachusetts,2104453
11/21/22,Massachusetts,2104453
11/22/22,Massachusetts,2104453
11/23/22,Massachusetts,2109719
11/24/22,Massachusetts,2109719
11/25/22,Massachusetts,2109719
11/26/22,Massachusetts,2109719
11/27/22,Massachusetts,2109719
11/28/22,Massachusetts,2109719
11/29/22,Massachusetts,2109719
11/30/22,Massachusetts,2109719
12/1/22,Massachusetts,2115549
12/2/22,Massachusetts,2115549
12/3/22,Massachusetts,2115549
12/4/22,Massachusetts,2115549
12/5/22,Massachusetts,2115549
12/6/22,Massachusetts,2115549
12/7/22,Massachusetts,2115549
12/8/22,Massachusetts,2124243
1/22/20,Michigan,0
1/23/20,Michigan,0
1/24/20,Michigan,0
1/25/20,Michigan,0
1/26/20,Michigan,0
1/27/20,Michigan,0
1/28/20,Michigan,0
1/29/20,Michigan,0
1/30/20,Michigan,0
1/31/20,Michigan,0
2/1/20,Michigan,0
2/2/20,Michigan,0
2/3/20,Michigan,0
2/4/20,Michigan,0
2/5/20,Michigan,0
2/6/20,Michigan,0
2/7/20,Michigan,0
2/8/20,Michigan,0
2/9/20,Michigan,0
2/10/20,Michigan,0
2/11/20,Michigan,0
2/12/20,Michigan,0
2/13/20,Michigan,0
2/14/20,Michigan,0
2/15/20,Michigan,0
2/16/20,Michigan,0
2/17/20,Michigan,0
2/18/20,Michigan,0
2/19/20,Michigan,0
2/20/20,Michigan,0
2/21/20,Michigan,0
2/22/20,Michigan,0
2/23/20,Michigan,0
2/24/20,Michigan,0
2/25/20,Michigan,0
2/26/20,Michigan,0
2/27/20,Michigan,0
2/28/20,Michigan,0
2/29/20,Michigan,0
3/1/20,Michigan,0
3/2/20,Michigan,0
3/3/20,Michigan,0
3/4/20,Michigan,0
3/5/20,Michigan,0
3/6/20,Michigan,0
3/7/20,Michigan,0
3/8/20,Michigan,0
3/9/20,Michigan,0
3/10/20,Michigan,0
3/11/20,Michigan,2
3/12/20,Michigan,3
3/13/20,Michigan,24
3/14/20,Michigan,36
3/15/20,Michigan,45
3/16/20,Michigan,76
3/17/20,Michigan,90
3/18/20,Michigan,159
3/19/20,Michigan,314
3/20/20,Michigan,471
3/21/20,Michigan,625
3/22/20,Michigan,1131
3/23/20,Michigan,1454
3/24/20,Michigan,1942
3/25/20,Michigan,2468
3/26/20,Michigan,3032
3/27/20,Michigan,3848
3/28/20,Michigan,4890
3/29/20,Michigan,5753
3/30/20,Michigan,6803
3/31/20,Michigan,7951
4/1/20,Michigan,9717
4/2/20,Michigan,11230
4/3/20,Michigan,13221
4/4/20,Michigan,14735
4/5/20,Michigan,16268
4/6/20,Michigan,17820
4/7/20,Michigan,19644
4/8/20,Michigan,21076
4/9/20,Michigan,22297
4/10/20,Michigan,23279
4/11/20,Michigan,24500
4/12/20,Michigan,25183
4/13/20,Michigan,26622
4/14/20,Michigan,28042
4/15/20,Michigan,29144
4/16/20,Michigan,29966
4/17/20,Michigan,31225
4/18/20,Michigan,32031
4/19/20,Michigan,32688
4/20/20,Michigan,33324
4/21/20,Michigan,34048
4/22/20,Michigan,35404
4/23/20,Michigan,36845
4/24/20,Michigan,38330
4/25/20,Michigan,38789
4/26/20,Michigan,39540
4/27/20,Michigan,40034
4/28/20,Michigan,41166
4/29/20,Michigan,42379
4/30/20,Michigan,43478
5/1/20,Michigan,44524
5/2/20,Michigan,45424
5/3/20,Michigan,46047
5/4/20,Michigan,46348
5/5/20,Michigan,46914
5/6/20,Michigan,47738
5/7/20,Michigan,48412
5/8/20,Michigan,49170
5/9/20,Michigan,49676
5/10/20,Michigan,50086
5/11/20,Michigan,50631
5/12/20,Michigan,51263
5/13/20,Michigan,51819
5/14/20,Michigan,53167
5/15/20,Michigan,53810
5/16/20,Michigan,54315
5/17/20,Michigan,54963
5/18/20,Michigan,55855
5/19/20,Michigan,56465
5/20/20,Michigan,57322
5/21/20,Michigan,57988
5/22/20,Michigan,58543
5/23/20,Michigan,59046
5/24/20,Michigan,59395
5/25/20,Michigan,59621
5/26/20,Michigan,59974
5/27/20,Michigan,60592
5/28/20,Michigan,61116
5/29/20,Michigan,61833
5/30/20,Michigan,62225
5/31/20,Michigan,62711
6/1/20,Michigan,62928
6/2/20,Michigan,63240
6/3/20,Michigan,63657
6/4/20,Michigan,63979
6/5/20,Michigan,64821
6/6/20,Michigan,64914
6/7/20,Michigan,64969
6/8/20,Michigan,65104
6/9/20,Michigan,65167
6/10/20,Michigan,65182
6/11/20,Michigan,65449
6/12/20,Michigan,65672
6/13/20,Michigan,65836
6/14/20,Michigan,66054
6/15/20,Michigan,66085
6/16/20,Michigan,66269
6/17/20,Michigan,66497
6/18/20,Michigan,66798
6/19/20,Michigan,67097
6/20/20,Michigan,67545
6/21/20,Michigan,67711
6/22/20,Michigan,67957
6/23/20,Michigan,68197
6/24/20,Michigan,68555
6/25/20,Michigan,68989
6/26/20,Michigan,69329
6/27/20,Michigan,69679
6/28/20,Michigan,69946
6/29/20,Michigan,70223
6/30/20,Michigan,70728
7/1/20,Michigan,71089
7/2/20,Michigan,71678
7/3/20,Michigan,72175
7/4/20,Michigan,72581
7/5/20,Michigan,72941
7/6/20,Michigan,73267
7/7/20,Michigan,73900
7/8/20,Michigan,74551
7/9/20,Michigan,75063
7/10/20,Michigan,75685
7/11/20,Michigan,76370
7/12/20,Michigan,76776
7/13/20,Michigan,77198
7/14/20,Michigan,77864
7/15/20,Michigan,78913
7/16/20,Michigan,79839
7/17/20,Michigan,80593
7/18/20,Michigan,81338
7/19/20,Michigan,81868
7/20/20,Michigan,82395
7/21/20,Michigan,83059
7/22/20,Michigan,83730
7/23/20,Michigan,84431
7/24/20,Michigan,85072
7/25/20,Michigan,85622
7/26/20,Michigan,86661
7/27/20,Michigan,87173
7/28/20,Michigan,87958
7/29/20,Michigan,88974
7/30/20,Michigan,89781
7/31/20,Michigan,90574
8/1/20,Michigan,91332
8/2/20,Michigan,91758
8/3/20,Michigan,92374
8/4/20,Michigan,93175
8/5/20,Michigan,93893
8/6/20,Michigan,94656
8/7/20,Michigan,95470
8/8/20,Michigan,96191
8/9/20,Michigan,96726
8/10/20,Michigan,97306
8/11/20,Michigan,98213
8/12/20,Michigan,98689
8/13/20,Michigan,99856
8/14/20,Michigan,100724
8/15/20,Michigan,101782
8/16/20,Michigan,102259
8/17/20,Michigan,102749
8/18/20,Michigan,103402
8/19/20,Michigan,104091
8/20/20,Michigan,104618
8/21/20,Michigan,104618
8/22/20,Michigan,106044
8/23/20,Michigan,106808
8/24/20,Michigan,107686
8/25/20,Michigan,108637
8/26/20,Michigan,109480
8/27/20,Michigan,110343
8/28/20,Michigan,111136
8/29/20,Michigan,111136
8/30/20,Michigan,112526
8/31/20,Michigan,113025
9/1/20,Michigan,113820
9/2/20,Michigan,114468
9/3/20,Michigan,115242
9/4/20,Michigan,116295
9/5/20,Michigan,117191
9/6/20,Michigan,117191
9/7/20,Michigan,118403
9/8/20,Michigan,118902
9/9/20,Michigan,119872
9/10/20,Michigan,120846
9/11/20,Michigan,122251
9/12/20,Michigan,123058
9/13/20,Michigan,123058
9/14/20,Michigan,124287
9/15/20,Michigan,124976
9/16/20,Michigan,125742
9/17/20,Michigan,126722
9/18/20,Michigan,127500
9/19/20,Michigan,128087
9/20/20,Michigan,128087
9/21/20,Michigan,129662
9/22/20,Michigan,130357
9/23/20,Michigan,131259
9/24/20,Michigan,132337
9/25/20,Michigan,133377
9/26/20,Michigan,134373
9/27/20,Michigan,134373
9/28/20,Michigan,135702
9/29/20,Michigan,136820
9/30/20,Michigan,138014
10/1/20,Michigan,139012
10/2/20,Michigan,139996
10/3/20,Michigan,141271
10/4/20,Michigan,141271
10/5/20,Michigan,142726
10/6/20,Michigan,143877
10/7/20,Michigan,145092
10/8/20,Michigan,146493
10/9/20,Michigan,147816
10/10/20,Michigan,149453
10/11/20,Michigan,149453
10/12/20,Michigan,151396
10/13/20,Michigan,152862
10/14/20,Michigan,154455
10/15/20,Michigan,156913
10/16/20,Michigan,159119
10/17/20,Michigan,161105
10/18/20,Michigan,161105
10/19/20,Michigan,164123
10/20/20,Michigan,165994
10/21/20,Michigan,167872
10/22/20,Michigan,170076
10/23/20,Michigan,172122
10/24/20,Michigan,175612
10/25/20,Michigan,175612
10/26/20,Michigan,179669
10/27/20,Michigan,182344
10/28/20,Michigan,185934
10/29/20,Michigan,190043
10/30/20,Michigan,193388
10/31/20,Michigan,197406
11/1/20,Michigan,197406
11/2/20,Michigan,204326
11/3/20,Michigan,207763
11/4/20,Michigan,212160
11/5/20,Michigan,218263
11/6/20,Michigan,222509
11/7/20,Michigan,229073
11/8/20,Michigan,229073
11/9/20,Michigan,238308
11/10/20,Michigan,245252
11/11/20,Michigan,251872
11/12/20,Michigan,259183
11/13/20,Michigan,268362
11/14/20,Michigan,275792
11/15/20,Michigan,275792
11/16/20,Michigan,288954
11/17/20,Michigan,296840
11/18/20,Michigan,303058
11/19/20,Michigan,311041
11/20/20,Michigan,321181
11/21/20,Michigan,329021
11/22/20,Michigan,329021
11/23/20,Michigan,340964
11/24/20,Michigan,347746
11/25/20,Michigan,352433
11/26/20,Michigan,352433
11/27/20,Michigan,369801
11/28/20,Michigan,378152
11/29/20,Michigan,378152
11/30/20,Michigan,388942
12/1/20,Michigan,395453
12/2/20,Michigan,402886
12/3/20,Michigan,410843
12/4/20,Michigan,420268
12/5/20,Michigan,426576
12/6/20,Michigan,426576
12/7/20,Michigan,436400
12/8/20,Michigan,443076
12/9/20,Michigan,448418
12/10/20,Michigan,454720
12/11/20,Michigan,460346
12/12/20,Michigan,465159
12/13/20,Michigan,465159
12/14/20,Michigan,472780
12/15/20,Michigan,478171
12/16/20,Michigan,482815
12/17/20,Michigan,487356
12/18/20,Michigan,491875
12/19/20,Michigan,496056
12/20/20,Michigan,496056
12/21/20,Michigan,501115
12/22/20,Michigan,504629
12/23/20,Michigan,508449
12/24/20,Michigan,508449
12/25/20,Michigan,508449
12/26/20,Michigan,516326
12/27/20,Michigan,516326
12/28/20,Michigan,519876
12/29/20,Michigan,523839
12/30/20,Michigan,528621
12/31/20,Michigan,528621
1/1/21,Michigan,528621
1/2/21,Michigan,538121
1/3/21,Michigan,538121
1/4/21,Michigan,543611
1/5/21,Michigan,546642
1/6/21,Michigan,551498
1/7/21,Michigan,555747
1/8/21,Michigan,559655
1/9/21,Michigan,562553
1/10/21,Michigan,562553
1/11/21,Michigan,567682
1/12/21,Michigan,570150
1/13/21,Michigan,573278
1/14/21,Michigan,576573
1/15/21,Michigan,579574
1/16/21,Michigan,581785
1/17/21,Michigan,581785
1/18/21,Michigan,585128
1/19/21,Michigan,586673
1/20/21,Michigan,589869
1/21/21,Michigan,592382
1/22/21,Michigan,594920
1/23/21,Michigan,596746
1/24/21,Michigan,596746
1/25/21,Michigan,600093
1/26/21,Michigan,602168
1/27/21,Michigan,604233
1/28/21,Michigan,606488
1/29/21,Michigan,608627
1/30/21,Michigan,610138
1/31/21,Michigan,610138
2/1/21,Michigan,612710
2/2/21,Michigan,614143
2/3/21,Michigan,615860
2/4/21,Michigan,617745
2/5/21,Michigan,619499
2/6/21,Michigan,620685
2/7/21,Michigan,620685
2/8/21,Michigan,622813
2/9/21,Michigan,623731
2/10/21,Michigan,624970
2/11/21,Michigan,626477
2/12/21,Michigan,628012
2/13/21,Michigan,628956
2/14/21,Michigan,628956
2/15/21,Michigan,630408
2/16/21,Michigan,631532
2/17/21,Michigan,632772
2/18/21,Michigan,633973
2/19/21,Michigan,635446
2/20/21,Michigan,636269
2/21/21,Michigan,636269
2/22/21,Michigan,637928
2/23/21,Michigan,639712
2/24/21,Michigan,641270
2/25/21,Michigan,642868
2/26/21,Michigan,644125
2/27/21,Michigan,645550
2/28/21,Michigan,645550
3/1/21,Michigan,647415
3/2/21,Michigan,649057
3/3/21,Michigan,650762
3/4/21,Michigan,652589
3/5/21,Michigan,654380
3/6/21,Michigan,656072
3/7/21,Michigan,656072
3/8/21,Michigan,658355
3/9/21,Michigan,659890
3/10/21,Michigan,662572
3/11/21,Michigan,665141
3/12/21,Michigan,668085
3/13/21,Michigan,670088
3/14/21,Michigan,670088
3/15/21,Michigan,673916
3/16/21,Michigan,676494
3/17/21,Michigan,680279
3/18/21,Michigan,683398
3/19/21,Michigan,687815
3/20/21,Michigan,691070
3/21/21,Michigan,691070
3/22/21,Michigan,696838
3/23/21,Michigan,701378
3/24/21,Michigan,706550
3/25/21,Michigan,712393
3/26/21,Michigan,718455
3/27/21,Michigan,723700
3/28/21,Michigan,723700
3/29/21,Michigan,732938
3/30/21,Michigan,739244
3/31/21,Michigan,746351
4/1/21,Michigan,753449
4/2/21,Michigan,759600
4/3/21,Michigan,768892
4/4/21,Michigan,768892
4/5/21,Michigan,779974
4/6/21,Michigan,786123
4/7/21,Michigan,795492
4/8/21,Michigan,804031
4/9/21,Michigan,812865
4/10/21,Michigan,820404
4/11/21,Michigan,820404
4/12/21,Michigan,830957
4/13/21,Michigan,841234
4/14/21,Michigan,850583
4/15/21,Michigan,857774
4/16/21,Michigan,867624
4/17/21,Michigan,873700
4/18/21,Michigan,873700
4/19/21,Michigan,882871
4/20/21,Michigan,889472
4/21/21,Michigan,895445
4/22/21,Michigan,900956
4/23/21,Michigan,906596
4/24/21,Michigan,911800
4/25/21,Michigan,911800
4/26/21,Michigan,918880
4/27/21,Michigan,923464
4/28/21,Michigan,928407
4/29/21,Michigan,932604
4/30/21,Michigan,936467
5/1/21,Michigan,940175
5/2/21,Michigan,940175
5/3/21,Michigan,945732
5/4/21,Michigan,948852
5/5/21,Michigan,951899
5/6/21,Michigan,956012
5/7/21,Michigan,959379
5/8/21,Michigan,961956
5/9/21,Michigan,961956
5/10/21,Michigan,964943
5/11/21,Michigan,967611
5/12/21,Michigan,970376
5/13/21,Michigan,972746
5/14/21,Michigan,974848
5/15/21,Michigan,976339
5/16/21,Michigan,976339
5/17/21,Michigan,978915
5/18/21,Michigan,980450
5/19/21,Michigan,982400
5/20/21,Michigan,983970
5/21/21,Michigan,985229
5/22/21,Michigan,986435
5/23/21,Michigan,986435
5/24/21,Michigan,987974
5/25/21,Michigan,988947
5/26/21,Michigan,990002
5/27/21,Michigan,990638
5/28/21,Michigan,991372
5/29/21,Michigan,991941
5/30/21,Michigan,991941
5/31/21,Michigan,991941
6/1/21,Michigan,992925
6/2/21,Michigan,993422
6/3/21,Michigan,993952
6/4/21,Michigan,994506
6/5/21,Michigan,994935
6/6/21,Michigan,994935
6/7/21,Michigan,995397
6/8/21,Michigan,995759
6/9/21,Michigan,996065
6/10/21,Michigan,996427
6/11/21,Michigan,996756
6/12/21,Michigan,996986
6/13/21,Michigan,996986
6/14/21,Michigan,997375
6/15/21,Michigan,997595
6/16/21,Michigan,997816
6/17/21,Michigan,997993
6/18/21,Michigan,998149
6/19/21,Michigan,998149
6/20/21,Michigan,998149
6/21/21,Michigan,998507
6/22/21,Michigan,998641
6/23/21,Michigan,998877
6/24/21,Michigan,999052
6/25/21,Michigan,999119
6/26/21,Michigan,999119
6/27/21,Michigan,999119
6/28/21,Michigan,999471
6/29/21,Michigan,999711
6/30/21,Michigan,1000019
7/1/21,Michigan,1000241
7/2/21,Michigan,1000375
7/3/21,Michigan,1000375
7/4/21,Michigan,1000375
7/5/21,Michigan,1000375
7/6/21,Michigan,1000908
7/7/21,Michigan,1000908
7/8/21,Michigan,1000908
7/9/21,Michigan,1001745
7/10/21,Michigan,1001745
7/11/21,Michigan,1001745
7/12/21,Michigan,1001745
7/13/21,Michigan,1002488
7/14/21,Michigan,1002488
7/15/21,Michigan,1002488
7/16/21,Michigan,1003432
7/17/21,Michigan,1003432
7/18/21,Michigan,1003432
7/19/21,Michigan,1003432
7/20/21,Michigan,1004630
7/21/21,Michigan,1004630
7/22/21,Michigan,1004630
7/23/21,Michigan,1006360
7/24/21,Michigan,1006360
7/25/21,Michigan,1006360
7/26/21,Michigan,1006360
7/27/21,Michigan,1008429
7/28/21,Michigan,1008429
7/29/21,Michigan,1008429
7/30/21,Michigan,1011106
7/31/21,Michigan,1011106
8/1/21,Michigan,1011106
8/2/21,Michigan,1011106
8/3/21,Michigan,1014087
8/4/21,Michigan,1014087
8/5/21,Michigan,1014087
8/6/21,Michigan,1018601
8/7/21,Michigan,1018601
8/8/21,Michigan,1018601
8/9/21,Michigan,1021681
8/10/21,Michigan,1021681
8/11/21,Michigan,1025003
8/12/21,Michigan,1025003
